Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,WS_per_G,OWS_per_G,DWS_per_G,AST_TOV,OWS_div_USG,TS_times_USG,bigmanD,foul_rate,three_rate,PTs_per_36,PF_per_dplay,FG_TOV,two_way
Tyrese Maxey,SG,22,PHI,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,17.0,0.605,0.404,0.233,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,3.7,1.6,5.4,0.128,1.9,-1.2,0.7,1.3,2.72688,9.000000000000002,6.166666666666667,2.666666666666667,2.692307692307692,0.15352697095435686,14.5805,0.10416666666666666,0.06547619047619048,28.971962616822434,21.75,2.4444444444444446,7.692307692307692,45.333333333333336
Miles McBride,PG,22,NYK,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1.0,9.7,14.6,0.0,0.7,0.7,0.047,-3.6,1.4,-2.3,-0.1,1.563518,1.09375,0.0,1.09375,2.75,0.0,6.935,0.10924369747899158,0.07563025210084033,38.18181818181819,10.588235294117647,1.2857142857142858,4.499999999999999,9.1875
CJ McCollum,SG,31,NOP,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5.0,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,33.333333,5.733333333333333,2.0,3.733333333333333,2.375,0.05681818181818182,14.2824,0.141643059490085,0.056657223796034,28.68525896414343,21.31444759206799,1.4285714285714286,4.416666666666667,58.239999999999995
T.J. McConnell,PG,30,IND,75,6,20.3,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.568,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7,16.8,0.59,0.113,0.131,3.3,13.7,8.5,37.9,2.5,0.6,20.6,19.1,1.9,1.2,3.1,0.098,0.4,0.1,0.5,1.0,8.1,4.133333333333333,2.533333333333333,1.6,2.7894736842105265,0.09947643979057591,11.269,0.18226600985221675,0.06896551724137931,10.38961038961039,15.428571428571427,1.1666666666666665,2.1578947368421053,26.880000000000003
Jaden McDaniels,SF,22,MIN,79,79,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1,12.0,0.611,0.376,0.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,2.0,2.4,4.4,0.087,-1.7,0.5,-1.2,0.5,2.16144,5.569620253164557,2.5316455696202533,3.0379746835443036,1.3571428571428572,0.12658227848101264,9.6538,0.1503267973856209,0.1111111111111111,27.200000000000003,14.235294117647058,1.7894736842105263,4.357142857142857,36.45569620253164
Jalen McDaniels,SF,25,TOT,80,24,23.9,3.5,7.7,0.455,1.0,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,11.8,0.557,0.376,0.224,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,1.930681,3.375,0.625,2.7500000000000004,1.3333333333333335,0.029069767441860465,9.580400000000001,0.20502092050209209,0.1087866108786611,27.358490566037734,14.158995815899583,1.8571428571428574,3.75,32.45000000000001
Doug McDermott,SF,31,SAS,64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,11.2,0.59,0.57,0.134,1.9,9.9,5.8,9.8,0.5,0.4,9.5,19.2,1.0,0.0,1.0,0.035,-0.7,-2.6,-3.2,-0.4,13.75,1.5625,1.5625,0.0,1.5555555555555554,0.052083333333333336,11.328,0.10243902439024391,0.0878048780487805,36.434108527131784,17.912195121951218,5.999999999999999,6.222222222222221,0.0
JaVale McGee,C,35,DAL,42,7,8.5,1.9,3.0,0.64,0.0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1.0,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,17.2,0.65,0.04,0.328,9.7,25.5,17.5,5.2,0.6,6.5,20.1,22.8,0.1,0.5,0.6,0.076,-3.6,-0.1,-3.7,-0.1,5.461219,1.4285714285714286,0.2380952380952381,1.1904761904761905,0.3333333333333333,0.0043859649122807015,14.82,0.29411764705882354,0.15294117647058825,3.225806451612903,18.63529411764706,1.8571428571428574,2.111111111111111,20.476190476190474
Bryce McGowens,SG,20,CHO,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,0.46,1.3,1.7,0.75,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,0.005,-4.6,-1.4,-6.0,-0.8,1.075,0.21739130434782608,-0.8695652173913043,0.8695652173913043,1.3333333333333333,-0.02666666666666667,7.785,0.11695906432748537,0.05847953216374269,27.86885245901639,11.157894736842104,2.5,2.5555555555555554,6.260869565217392
Rodney McGruder,SG,31,DET,32,12,16.4,1.9,4.8,0.408,1.3,3.0,0.423,0.7,1.7,0.382,0.543,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,10.7,0.566,0.638,0.145,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14.0,0.5,0.2,0.7,0.068,-0.8,-0.7,-1.5,0.1,1.83609,2.1875,1.5625,0.625,3.0,0.03571428571428571,7.9239999999999995,0.13414634146341467,0.07317073170731708,38.46153846153847,12.51219512195122,2.4,10.666666666666668,6.6875
Jordan McLaughlin,PG,26,MIN,43,0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.503,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,11.8,0.526,0.538,0.124,2.5,7.6,5.1,27.4,2.2,0.5,17.7,11.7,0.7,0.6,1.3,0.094,-1.3,0.6,-0.7,0.2,2.16,3.0232558139534884,1.627906976744186,1.3953488372093024,4.25,0.05982905982905983,6.1542,0.12025316455696201,0.044303797468354424,34.61538461538461,8.430379746835444,0.875,2.5,16.46511627906977
De'Anthony Melton,PG,24,PHI,77,58,27.9,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6,8.25,5.454545454545455,1.4285714285714286,4.025974025974026,2.0,0.06707317073170734,9.282399999999999,0.18996415770609323,0.08960573476702509,37.956204379562045,13.03225806451613,1.1904761904761905,4.3076923076923075,51.12987012987013
Chimezie Metu,C,25,SAC,66,0,10.4,2.0,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.61,0.8,1.1,0.74,0.7,2.3,3.0,0.6,0.3,0.3,0.5,1.2,4.9,17.3,0.639,0.174,0.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,1.2,0.8,2.1,0.143,-0.3,0.2,-0.1,0.3,1.91086,3.181818181818182,1.8181818181818181,1.2121212121212122,1.2,0.06818181818181818,11.246400000000001,0.27884615384615385,0.11538461538461538,15.384615384615385,16.96153846153846,2.0,4.2,20.969696969696972
Khris Middleton,SF,31,MIL,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,17.4,0.551,0.399,0.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,1.0,1.0,1.9,0.117,1.0,-0.3,0.8,0.6,37.948276,5.757575757575757,3.0303030303030303,3.0303030303030303,2.227272727272727,0.03649635036496351,15.0974,0.17695473251028807,0.08641975308641975,28.48837209302325,22.370370370370367,2.3333333333333335,3.1363636363636362,52.72727272727272
Patty Mills,PG,34,BRK,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.529,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,10.6,0.554,0.641,0.144,1.6,7.0,4.4,13.9,1.3,0.5,11.9,19.7,0.0,0.4,0.4,0.035,-1.4,-1.7,-3.1,-0.2,6.479,1.0,0.0,1.0,1.7499999999999998,0.0,10.9138,0.09859154929577464,0.05633802816901409,39.53488372093023,15.71830985915493,1.6,4.25,10.6
Shake Milton,SG,26,PHI,76,11,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,12.7,0.575,0.294,0.231,3.0,11.3,7.2,22.3,0.8,0.8,14.5,18.5,1.6,1.2,2.9,0.087,-1.0,-0.9,-2.0,0.0,1.997718,3.8157894736842106,2.1052631578947367,1.5789473684210527,2.666666666666667,0.08648648648648649,10.6375,0.12135922330097086,0.07766990291262135,22.352941176470587,14.679611650485436,3.2,3.2500000000000004,20.052631578947366
Davion Mitchell,PG,24,SAC,80,9,18.1,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,9.4,0.545,0.494,0.078,1.3,7.0,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,-2.4,-0.4,-2.8,-0.3,4.8336,1.875,0.8749999999999999,1.0,2.8749999999999996,0.04964539007092198,7.684500000000001,0.10497237569060773,0.07734806629834252,33.33333333333333,11.138121546961324,1.7499999999999998,3.8749999999999996,9.4
Donovan Mitchell,SG,26,CLE,68,68,35.8,10.0,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,22.9,0.614,0.453,0.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5.0,30.91375,13.088235294117649,7.941176470588236,5.147058823529411,1.6923076923076923,0.16822429906542055,19.709400000000002,0.14525139664804468,0.06983240223463688,31.103678929765888,28.458100558659222,1.3157894736842106,5.230769230769231,117.86764705882351
Evan Mobley,PF,21,CLE,79,79,34.4,6.6,12.0,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,0.151,0.0,1.6,1.7,2.5,8.47872,10.759493670886076,4.6835443037974684,6.075949367088607,1.5555555555555554,0.1831683168316832,11.938199999999998,0.2587209302325581,0.0813953488372093,9.774436090225564,16.953488372093023,1.2173913043478262,3.833333333333333,108.75949367088606
Malik Monk,SG,24,SAC,77,0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25.0,1.4,1.0,14.1,25.8,2.1,1.2,3.2,0.091,1.6,-1.4,0.3,1.0,9.472219,4.1558441558441555,2.7272727272727275,1.5584415584415585,2.0526315789473686,0.08139534883720931,15.144599999999999,0.13901345291479822,0.07174887892376682,33.5483870967742,21.79372197309417,1.7777777777777781,3.4210526315789473,25.870129870129873
Moses Moody,SG,20,GSW,63,3,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,10.3,0.603,0.595,0.233,3.8,10.2,7.1,8.2,1.0,0.8,12.0,14.6,0.7,0.6,1.3,0.076,-1.7,-0.9,-2.6,-0.1,3.74016,2.0634920634920633,1.111111111111111,0.9523809523809523,1.6,0.04794520547945205,8.803799999999999,0.12307692307692308,0.06923076923076923,36.84210526315789,13.292307692307691,2.25,5.0,9.80952380952381
Wendell Moore Jr.,SG,21,MIN,29,2,5.3,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.442,0.1,0.2,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4,9.3,0.465,0.395,0.116,3.0,10.0,6.6,15.3,2.5,2.8,15.0,14.9,-0.1,0.2,0.1,0.028,-3.7,1.3,-2.4,0.0,2.30652,0.3448275862068966,-0.3448275862068966,0.6896551724137931,2.0,-0.006711409395973154,6.9285000000000005,0.18867924528301888,0.07547169811320756,28.57142857142857,9.50943396226415,0.8,2.3333333333333335,6.413793103448277
Ja Morant,PG,23,MEM,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,23.3,0.557,0.247,0.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,3.4,2.6,6.0,0.148,5.2,0.5,5.7,3.8,12.11944,9.836065573770492,5.573770491803279,4.262295081967213,2.3823529411764706,0.09742120343839542,19.4393,0.19749216300940442,0.05015673981191223,19.758064516129036,29.56739811912226,1.1428571428571428,3.1764705882352944,99.31147540983608
Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1.0,7.6,17.6,0.4,1.6,2.0,0.053,-1.8,-0.2,-1.9,0.0,16.372093,3.076923076923077,0.6153846153846154,2.4615384615384617,2.0,0.022727272727272728,9.3984,0.15658362989323843,0.07473309608540925,32.1917808219178,14.348754448398575,2.3333333333333335,6.555555555555555,25.846153846153847
Markieff Morris,PF,33,TOT,35,2,10.1,1.3,3.3,0.409,0.8,2.0,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1.0,0.4,1.7,2.0,0.9,0.3,0.1,0.5,1.4,3.8,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,0.059,-2.3,-0.4,-2.7,-0.1,1.83609,1.1428571428571428,0.2857142857142857,1.1428571428571428,1.8,0.005813953488372094,9.5116,0.20792079207920794,0.1386138613861386,37.735849056603776,13.544554455445544,3.4999999999999996,4.2,11.885714285714286
Monte Morris,PG,27,WAS,62,61,27.3,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.543,0.555,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,15.0,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,3.1,1.1,4.2,0.12,0.8,-0.4,0.5,1.1,9.125,6.774193548387098,5.0,1.7741935483870968,5.3,0.19871794871794873,9.032399999999999,0.14285714285714285,0.04395604395604395,28.44827586206896,13.582417582417582,1.3333333333333335,5.3,26.612903225806452
Trey Murphy III,SF,22,NOP,79,65,31.0,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5,15.2,0.65,0.621,0.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,4.8,2.8,7.6,0.15,1.4,0.4,1.8,2.3,3.20652,9.620253164556962,6.075949367088607,3.544303797468354,1.7499999999999998,0.2891566265060241,10.790000000000001,0.14193548387096774,0.06451612903225806,38.41463414634146,16.838709677419352,1.25,9.375,53.873417721518976
Dejounte Murray,SG,26,ATL,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,17.0,0.54,0.293,0.144,2.1,13.8,7.9,24.0,2.0,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0.0,1.0,2.1,16.57112,6.351351351351352,3.2432432432432434,3.108108108108108,2.7727272727272725,0.09836065573770492,13.176,0.17307692307692307,0.038461538461538464,22.608695652173914,20.274725274725274,0.7777777777777777,4.590909090909091,52.83783783783783
Jamal Murray,PG,25,DEN,65,65,32.8,7.3,16.0,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,18.0,0.571,0.415,0.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,31.6506,7.846153846153846,5.076923076923077,2.923076923076923,2.818181818181818,0.1264367816091954,14.9031,0.13414634146341467,0.04878048780487806,29.203539823008846,21.951219512195124,1.3333333333333335,4.5,52.61538461538461
Keegan Murray,SF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1.0,-0.6,0.8,8.00844,5.375,3.25,2.125,1.4999999999999998,0.16455696202531644,9.4326,0.1610738255033557,0.06711409395973154,39.13043478260869,14.738255033557046,1.5384615384615383,8.75,26.137500000000003
Mike Muscala,C,31,TOT,63,9,15.0,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,13.0,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4,3.5,3.968253968253968,2.222222222222222,1.746031746031746,2.0,0.09271523178807947,9.1808,0.21333333333333335,0.10666666666666667,41.77215189873418,14.639999999999999,2.6666666666666665,8.5,22.6984126984127
Svi Mykhailiuk,SF,25,TOT,32,8,14.6,2.4,5.4,0.445,1.3,3.1,0.424,1.1,2.3,0.473,0.566,0.8,1.2,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9,14.0,0.584,0.572,0.225,3.4,8.9,6.1,16.5,1.5,0.7,11.2,19.3,0.5,0.3,0.8,0.081,0.5,-0.7,-0.1,0.2,3.71481,2.5,1.5625,0.9375,2.125,0.025906735751295335,11.2712,0.1232876712328767,0.04794520547945205,36.47058823529412,17.01369863013699,1.1666666666666667,4.625,13.125
Larry Nance Jr.,PF,30,NOP,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4.0,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,16.0,0.649,0.138,0.259,8.7,20.3,14.5,11.7,2.0,2.6,11.0,11.9,2.8,2.1,4.9,0.171,0.0,2.0,2.0,1.4,9.672727,7.538461538461538,4.3076923076923075,3.230769230769231,3.0,0.2352941176470588,7.7231000000000005,0.25,0.09433962264150944,11.320754716981133,11.547169811320755,1.3333333333333333,5.166666666666667,51.69230769230769
Andrew Nembhard,SG,23,IND,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,10.0,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6,2.244111,1.6,0.5333333333333334,1.0666666666666669,2.6470588235294117,0.024844720496894408,8.500800000000002,0.11956521739130435,0.08695652173913043,28.925619834710748,12.391304347826086,2.1818181818181817,2.9411764705882355,10.666666666666668
Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4,3.80436,2.73972602739726,1.2328767123287672,1.5068493150684932,1.3,0.05357142857142857,9.508799999999999,0.16867469879518074,0.12851405622489961,34.67741935483871,14.602409638554217,2.4615384615384617,5.1,15.821917808219178
Raul Neto,PG,30,CLE,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1.0,1.6,0.4,0.1,0.5,1.0,3.3,12.6,0.628,0.382,0.309,2.3,8.4,5.4,21.0,1.7,0.7,16.1,13.2,0.8,0.6,1.5,0.142,-1.7,1.5,-0.2,0.2,1.83609,3.125,1.6666666666666667,1.25,3.2,0.060606060606060615,8.2896,0.12380952380952381,0.09523809523809523,28.125000000000007,11.314285714285713,2.0,3.0,15.75
Georges Niang,PF,29,PHI,78,1,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1.0,0.9,9.4,17.0,1.1,1.4,2.5,0.078,-0.4,-1.0,-1.4,0.2,3.465,3.205128205128205,1.4102564102564104,1.7948717948717947,1.4285714285714286,0.06470588235294118,10.37,0.1391752577319588,0.0979381443298969,43.36283185840708,15.216494845360824,3.166666666666666,6.857142857142858,19.564102564102562
Daishen Nix,PG,20,HOU,57,7,16.0,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0,5.3,0.447,0.591,0.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,-1.5,0.3,-1.2,-0.062,-5.0,-1.5,-6.5,-1.0,1.563518,-2.1052631578947367,-2.631578947368421,0.5263157894736842,1.5333333333333332,-0.09740259740259741,6.8838,0.125,0.0625,37.31343283582089,9.0,1.6666666666666667,1.3999999999999997,2.789473684210526
Zeke Nnaji,PF,22,DEN,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2.0,5.2,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,2.6178,3.018867924528302,1.6981132075471699,1.320754716981132,0.5,0.05921052631578948,9.424,0.1532846715328467,0.14598540145985403,24.489795918367342,13.664233576642337,2.857142857142857,4.0,16.50943396226415
Nerlens Noel,C,28,TOT,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2.0,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,7.9,0.424,0.056,0.333,5.6,21.0,13.1,6.7,4.0,4.5,23.9,12.0,-0.3,0.3,0.0,0.007,-6.5,2.6,-3.8,-0.1,9.24,0.0,-1.7647058823529411,1.7647058823529411,0.7499999999999999,-0.024999999999999998,5.088,0.3130434782608696,0.16521739130434782,4.545454545454546,6.573913043478261,1.2666666666666666,1.125,13.941176470588236
Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,9.6,0.448,1.0,3.6,0.289,3.3,6.0,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25.0,0.0,1.2,1.2,0.046,-1.5,-1.0,-2.5,-0.2,1.930681,1.846153846153846,0.0,1.846153846153846,2.0,0.0,13.175,0.14507772020725387,0.08290155440414508,27.272727272727277,20.145077720207254,2.285714285714286,5.3,25.292307692307688
Frank Ntilikina,PG,24,DAL,47,5,12.9,1.0,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.428,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,5.2,0.461,0.508,0.25,1.3,10.7,5.9,12.8,1.3,1.0,16.5,13.1,-0.5,0.4,-0.1,-0.01,-6.1,-0.7,-6.8,-0.7,2.036318,-0.2127659574468085,-1.0638297872340425,0.851063829787234,2.0,-0.03816793893129771,6.0391,0.12403100775193798,0.10852713178294572,33.333333333333336,8.093023255813954,3.4999999999999996,2.3333333333333335,4.425531914893617
Kendrick Nunn,SG-PG,27,TOT,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,11.1,0.53,0.496,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,0.008,-2.1,-1.5,-3.5,-0.4,5.25,0.2857142857142857,-0.8571428571428572,1.1428571428571428,1.4444444444444444,-0.02531645569620253,12.561,0.13043478260869565,0.06521739130434782,33.33333333333333,18.52173913043478,1.8,4.222222222222222,12.685714285714285
Jusuf Nurkić,C,28,POR,52,52,26.8,5.0,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,17.3,0.589,0.236,0.38,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,1.2,1.5,2.7,0.092,-0.6,0.7,0.1,0.7,15.625,5.1923076923076925,2.3076923076923075,2.8846153846153846,1.2608695652173914,0.054298642533936646,13.0169,0.3171641791044776,0.13432835820895522,19.166666666666664,17.865671641791046,2.25,2.5217391304347827,49.90384615384615
Jordan Nwora,SF,24,TOT,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,12.2,0.561,0.474,0.193,4.7,15.8,10.4,10.5,1.0,1.0,12.0,19.4,0.5,1.0,1.5,0.06,-0.8,-1.3,-2.1,0.0,2.8,2.4193548387096775,0.8064516129032258,1.6129032258064515,1.2727272727272725,0.025773195876288662,10.8834,0.18229166666666669,0.0625,32.075471698113205,16.3125,1.9999999999999996,4.090909090909091,19.677419354838708
